콘텐츠명,노키즈존,예약가능여부,룸보유여부,유아서비스기타,평일오픈시간,평일클로즈시간,주말오픈시간,주말클로즈시간,휴식시작시간,휴식종료시간,대표메뉴기타
옵써빵집,y,y,,,06:00,00:00,06:00,00:00,,,"쑥빵, 식빵, 녹차야채샐러드빵"
종달미소,,,,,10:30,15:00,10:30,15:00,,,한식뷔페
시로코,,,,,09:00,23:30,09:00,23:30,,,"시로코라떼, 뺑오쇼콜라"
포스트커피,y,y,,,08:00,18:00,,,,,"플라워댄스, 몬피, 머그워트"
중문정,y,y,,,07:30,15:00,07:30,15:00,,,"고사리해장국, 고등어구이"
바람벽에흰당나귀,y,n,,,10:00,19:00,10:00,19:00,,,"말차빙수, 수제바닐라빈라떼, 애플시나몬"
한림폭식 제주협재점,y,y,,,09:00,21:00,09:00,21:00,,,"보말칼국수, 해물칼국수, 보말전, 전복해물파전"
큰돈가 남쪽대표 중문점,y,n,,,12:00,22:00,12:00,22:00,,,"흑돼지근고기, 30시간 김치찌개"
바당국수,,,,,09:00,22:00,09:00,22:00,,,고기국수
대춘해장국 시청점,y,n,,,07:00,15:00,07:00,15:00,,,"해장국, 내장탕"
오쿠다 이도점,y,n,,,10:00,21:00,10:00,21:00,,,"전복한끼, 전복뚝배기, 전복버터구이"
홀리싯커피서플라이,,,,,08:00,21:00,10:00,22:00,,,"필터커피, 딸기주물럭"
오마이파운드,,,,,12:00,22:00,12:00,22:00,,,"파운드케이크, 스콘"
돈카츠서황,y,n,,,11:30,20:00,11:30,20:00,,,"서황카츠, 안심카츠, 생선카츠"
함덕해물라면오빠네,y,y,,,09:00,21:00,09:00,21:00,,,"제주해물라면, 제주보말칼국수, 전복치즈밥"
블랙이쉬레드,y,n,,,10:00,18:00,10:00,18:00,,,
사계카페,,,,,10:20,22:00,10:20,22:00,,,크림아메리카노
성산장인의집,,,,,10:00,21:00,10:00,21:00,,,수제 4색 만두전골
버터넛,,,,,11:00,20:00,11:00,20:00,,,"쫀득버터바, 체리치즈파이, 바나나푸딩"
패밀리만두,y,y,,,11:30,23:00,11:30,23:00,,,"고기만두, 김치만두, 옛날만두"
제주머슴네,y,y,,,08:00,19:00,08:00,19:00,,,"전복김밥(어묵), 전복김밥(흑돼지)"
윈드스톤,y,n,,,09:00,17:00,09:00,17:00,,,"아몬드라떼, 스트롱라떼"
덕승식당(신관),,,,,09:00,21:00,09:00,21:00,,,
수까락,,,,,11:00,21:00,11:00,21:00,,,수까락정식
종스브레드,,,,,06:00,22:00,06:00,22:00,,,"소보로팥빵, 맘모스빵"
희신이네,,,,,10:00,20:30,10:00,20:30,,,닭샤브샤브
젤코바 베이커리 카페,,,,,09:30,20:00,09:30,20:00,,,소금빵
차돌집,,,,,12:00,22:00,12:00,22:00,,,차돌박이
해난디아장,,,,,10:00,21:00,10:00,21:00,,,"당근쥬스, 당근케잌"
레이오버,,,,,10:30,18:30,10:30,18:30,,,꺼멍 커스터드
국수마씸,,,,,08:00,16:00,08:00,16:00,,,"고사리육개장, 고기국수, 몸국"
카페달력,,,,,12:00,21:00,12:00,21:00,,,"스트로베리파이, 위스키하이볼, 달력라떼"
라 플라주,,,,,09:00,19:00,09:00,19:00,,,딸기브리오슈
마음에온,y,n,,,10:00,20:00,10:00,20:00,,,치즈곶감말이
조개모닥,y,y,n,,12:00,21:00,12:00,21:00,,,조개구이/조개전골
de de de,,,,,10:00,23:00,10:00,23:00,,,
제주정지,,,,,08:30,21:00,08:30,21:00,,,
아사라베이커리카페,y,y,n,,10:00,20:00,10:00,20:00,,,"디저트,빵,음료"
승쁨당,,,,,08:30,21:00,08:30,21:00,,,딸기케이크
식당마요네즈,,,,,11:00,21:00,11:00,21:00,,,마요네즈 필라프
애월찜,,,,,11:00,22:00,11:00,22:00,,,전복낙지매운갈비찜
고성장터국밥,,,,,07:30,17:00,07:30,17:00,,,"순대국밥, 몸국"
제일성심당,,,,,07:00,22:00,07:00,22:00,,,"이불빵, 떡도넛, 월넛브레드, 찹쌀소보루파이"
볼스카페,y,,,,10:00,19:00,10:00,19:00,,,10월 제주 애플망고
고수목마식당,,,,,11:00,21:30,11:00,21:30,,,"말육회, 말숯불생구이, 말내장수육"
인스밀,,,,,10:30,18:00,10:30,18:00,,,"보리개역, 보리녹차, 보리 과즐, 보리 스콘, 마농스콘, 보리 아이스크림"
바당길,,,,,08:00,15:30,08:00,15:30,,,"전복뚝배기, 톳칼국수, 보말칼국수"
제주돔베고기집,,,,,15:00,23:00,15:00,23:00,,,돔베한상
이모밥상,,,,,09:00,21:00,09:00,21:00,,,고등어구이밥상
누이밥집,,,,,08:30,17:00,08:30,17:00,,,"접착뼈국, 고사리육개장"
힌즈,,,,,10:30,19:00,10:30,19:00,,,에그타르트
웃뜨르항아리,,,,,08:30,20:30,08:30,20:30,,,"전복비빔밥, 보말칼국수"
호이,,,,,11:00,20:30,11:00,20:30,,,"성게크림 파스타, 문어오일 파스타"
렐레펑 테러블,,,,,11:00,22:00,11:00,22:00,,,렐레펑 똠얌꿍
산방 흑돼지 순대 본점,,,,,07:30,19:00,07:30,19:00,,,순대국
삼미횟집,,,,,11:00,22:30,11:00,22:30,,,모듬회
오르바,,,,,09:00,21:00,09:00,21:00,,,쏠티바닐라슈페너
오전열한시,,,,,10:00,16:00,10:00,16:00,,,"전복볶음밥, 간장새우밥"
카페시소,,,,,10:00,18:00,10:00,18:00,,,"아인슈페너, 초코라떼, 수제차"
동광분교인디이스트,,,,,10:50,17:30,10:50,17:30,,,"동광슈페너, 크로플"
로맨틱새우,,,,,11:00,21:00,11:00,21:00,,,"레드빅뱅 쉬림프, 코코넛 쉬림프"
베이글림림,,,,,09:30,17:30,09:30,17:30,,,"플레인베이글, 잠봉뵈르 샌드위치, 크림치즈"
로빙화,n,n,,,10:00,23:00,10:00,23:00,,,"스칼렛, 수제버거, 헝가리스튜 굴라쉬"
미베이커리카페,y,,,,08:30,19:00,08:30,19:00,,,"베이커리,카페"
협재비선루,,,,,09:00,18:00,09:00,18:00,,,"비선루떼, 라몽아이스티"
양혜란식당,,,,,07:00,21:00,07:00,21:00,,,딱새우장정식
잇마이피자 시청점,,,,,12:00,22:00,12:00,22:00,,,치즈버거피자
오롯,,,,,11:30,20:30,11:30,20:30,,,전복게우비빔밥
류차이,,,,,10:00,21:00,10:00,21:00,,,"짜장면, 마라짬뽕"
제주로운청해원,,,,,08:00,21:30,08:00,21:30,,,"갈치조림, 해물뚝배기"
제주명품쑥보리빵,,,,,08:00,18:00,08:00,18:00,,,쑥찐빵
엘파소(폐업),y,n,,,10:00,19:00,10:00,19:00,,,
본카페,y,n,,,09:00,21:00,09:00,21:00,,,
바론,,,,,08:30,19:30,08:30,19:00,,,딸기생크림케이크
오아모이,,,,,11:00,18:00,11:00,18:00,,,"오아라떼, 흑임자라떼, 자몽라떼"
바람과바다,,,,,10:00,18:30,10:00,18:30,,,한라봉아인슈페너
토토네,,,,,11:00,18:30,11:00,18:30,,,에그타르트
오만정성 제주협재점,,,,,10:00,22:00,10:00,22:00,,,고사리갈치조림
더 시그니처 이자카야,,,,,18:00,01:30,18:00,01:30,,,모둠 사시미
삭제삭제요청,y,y,,,11:00,18:00,11:00,18:00,,,
우리회수산,y,y,,,10:00,22:00,10:00,22:00,,,"딱새우회, 방어회, 고등어회, 광어회"
연동둘둘김밥,y,y,,,06:00,19:00,06:00,19:00,,,"연동김밥, 참치김밥, 제육김밥"
초록분식,,,,,10:00,21:00,10:00,21:00,,,흑돼지족발
해수육장,,,,,17:00,02:00,17:00,02:00,,,항정살수육
흑본오겹 함덕점,,,,,15:00,22:00,15:00,22:00,,,흑돼지 특수부위
장춘식당,,,,,08:00,19:00,08:00,19:00,,,갈치조림
제주은갈치김밥,,,,,08:00,18:00,08:00,18:00,,,"갈치김밥, 한치무침"
노을코지,y,y,,,10:00,20:00,10:00,20:00,,,"노을라떼, 애플망고스무디, 시나몬더치커피"
늘보의작업실,n,y,y,,12:00,20:00,12:00,20:00,,,양식(파스타) / 부라타치즈 / 카나페 / 아이스크림 / 논알콜 / 와인 / 위스키 / 꼬냑 / 데낄라 / 칵테일
산방산국수맛집,,,,,09:00,19:00,09:00,19:00,,,"고기국수, 비빔국수, 성게국수"
월정리 담또와,,,,,09:00,17:00,09:00,17:00,,,소금빵
효퇴국수국밥,,,,,11:00,15:00,11:00,15:00,,,고기국수
카페청굴물,,,,,11:00,18:00,11:00,18:00,,,청굴물슈페너
카페가호,,,,,12:00,19:00,12:00,19:00,,,"한겨울라떼/한여름라떼, 바나나푸딩, 함박눈 라떼, 한철토스트"
섬타르,y,y,,,09:30,22:30,09:30,22:30,,,"에그타르트, 당근타르트, 백년초타르트"
이정현 돼지갈비강정,,,,,11:00,01:00,11:00,01:00,,,돼지강정
이너프(폐업),y,n,,,11:00,18:00,11:00,18:00,,,
삭제삭제,y,n,,,09:00,18:00,09:00,18:00,,,
제주스,y,y,,,10:00,21:00,10:00,21:00,,,"리얼봉주스, 리얼황금주스"
카이터스,y,n,,,10:00,22:00,10:00,22:00,,,
랜딩커피,,,,,11:00,18:00,11:00,18:00,,,"제주 아일랜드티, 무스케이크"
꽃밥,,,,,10:30,15:30,10:30,15:30,,,"꽃밥정식, 삼색들깨수제비, 야채비빔밥"
마루나키친,,,,,10:00,20:30,10:00,20:30,,,"해물모듬장, 마루나돈카츠"
정육도제주본점,y,y,n,,11:30,21:00,11:30,21:00,,,"소 우대갈비, 흑돼지"
감귤달,,,,,,,,,,,"당근케이크, 당근주스, 감귤달 밀크티"
도라지식당,,,,,09:00,20:30,09:00,20:30,,,"갈치조림, 한치구이"
카페141,,,,,11:00,00:00,11:00,00:00,,,팬케이크
미스터크랩,,,,,11:30,21:00,11:30,21:00,,,"킹크랩, 랍스터"
카페이시도르,y,n,,,08:30,16:30,08:30,16:30,,,"소프트 클라우드, 유기농우유"
청년다방 이도점,y,n,,,11:00,21:00,11:00,21:00,,,"차돌떡볶이, 통큰오짱떡볶이, 버터갈릭감자튀김"
델문도 김녕,,,,,08:00,21:00,08:00,21:00,,,김녕바당라떼
디뷰,,,,,10:00,21:00,10:00,21:00,,,디뷰브런치
랍스터빈,,,,,12:00,19:30,12:00,19:30,,,랍스터
수진돈까스,,,,,10:00,19:00,10:00,19:00,,,"특 등심돈까스, 카레돈까스"
산도위치제주본점,,,,,09:00,19:00,09:00,19:00,,,카츠산도
러스틱테이블,,,,,09:00,18:30,09:00,18:30,,,"밀크도넛, 티라미수도넛"
몽그레 월정리점,,,,,11:00,18:00,11:00,18:00,,,"몽그레 샌드, 그릭요거트"
그루브,y,y,,,09:00,18:00,09:00,18:00,,,"그릭요거트볼, 크로플"
농부파스타집,,,,,11:00,21:00,11:00,21:00,,,"뼈갈비토마토파스타, 새우크림리조또"
비수기애호가,,,,,10:00,18:00,10:00,18:00,,,"당근주스, 당근케이크"
김밥명가 서귀포점,y,y,,,05:30,19:30,05:30,19:30,,,"모닥치기, 김밥"
미스커피,,,,,10:00,21:00,10:00,21:00,,,"생강차, 아메랔노"
구씨커피로스터스,,,,,10:00,18:00,10:00,18:00,,,"핸드드립커피, 구라떼"
용소담,,,,,10:00,22:00,10:00,22:00,,,"바당라떼, 수제청에이드"
화로위 함덕해수욕장점,,,,,12:00,00:00,12:00,00:00,,,흑돼지근고기
한라당몰국수,,,,,07:30,19:30,07:30,19:30,,,"고기국수, 멸치국수"
올레왕갈치,,,,,10:00,22:00,10:00,22:00,,,갈치정식
꺼멍연탄구이,,,,,11:30,21:00,11:30,21:00,,,흑돼지구이
돌담땅콩국수,,,,,10:00,20:00,10:00,20:00,,,우도땅콩국수
봉성식당,,,,,11:00,22:00,11:00,22:00,,,흑돼지구이
슬로보트,,,,,10:00,19:00,10:00,19:00,,,"핸드드립커피, 와인"
소렉,,,,송아지 티본 스테이크,11:00,22:00,11:00,22:00,,,
제주운정이네,,,,,08:30,22:00,08:30,22:00,,,"해물통갈치조림, 전복뚝배기, 전복돌솥밥"
소인커피,,,,,11:00,22:00,11:00,22:00,,,딸기 파블로바
현우네분식,,,,,09:00,21:30,09:00,21:30,,,"고기국수, 김밥"
보말이네,,,,,08:00,17:00,08:00,17:00,,,보말칼국수
삼대전통고기국수,,,,,09:00,16:00,09:00,16:00,,,"고기국수, 고기국밥"
마녀의언덕,,,,,09:00,18:00,09:00,18:00,,,브런치
레이어스베이크하우스,,,,,11:00,18:00,11:00,18:00,,,"크로아상, 퀸아망, 플랑바닐라"
재연 식당,,,,,10:00,19:00,10:00,19:00,,,갈치정식
영실국수서귀포중문본점,,,,,09:00,20:00,09:00,20:00,,,"고기국수, 회국수"
카페텐저린,y,y,,,09:00,18:00,09:00,18:00,,,"아메리카노,착즙당근쥬스, 제주말차라떼"
평대우유차(폐업),y,n,,,10:00,19:30,10:00,19:30,,,
사계전복 산방산본점,,,,,08:00,20:00,08:00,20:00,,,"전복돌솥밥, 전복뚝배기, 전복물회"
하양한,,,,,00:00,00:00,00:00,00:00,,,"우유푸딩, 감귤푸딩"
UDA,,,,,10:30,19:00,10:30,19:00,,,UDA 브런치
제주기와,y,y,,,09:00,18:00,09:00,18:00,,,
카페원웨이,y,y,,,10:00,20:00,10:00,20:00,,,
새물카페,,,,,09:00,19:00,09:00,19:00,,,"오메기크로플, 새물라떼"
카페유주,n,n,,,11:00,18:00,11:00,18:00,,,"오키나와흑당라떼, 사과홍차"
솔트스톤,y,y,,,09:00,00:00,09:00,00:00,,,"블랙스톤, 돌맹이라떼, 솔드스톤"
가는곶 세화,,,,,,,,,,,쑥보늬밤빵
장인더 제주,,,,,10:00,18:00,10:00,18:00,,,약과
깊커피,,,,,09:00,18:00,09:00,18:00,,,"현무암다쿠아즈, 깊커피"
테이블앤데스크,y,n,,,11:30,15:00,11:30,15:00,,,
온더스톤브런치카페제주성산점,,,,,07:30,14:00,07:30,14:00,,,흑돼지버거
교래퐁낭,,,,,10:00,20:00,10:00,20:00,,,"갈치조림, 흑돼지수육"
어니스트밀크 본점,,,,,10:00,18:00,10:00,18:00,,,"무가당요거트, 무화과베리요거트"
섭섭이네,,,,,11:00,16:00,11:00,16:00,,,"흑돼지퐁당커리, 고기국수"
용두성,,,,,10:00,20:00,10:00,20:00,,,"용두성정식, 옥돔정식, 갈치조림정식"
정육도제주본점,y,y,n,,11:00,20:00,11:00,20:00,,,
제미니국수,,,,,08:30,19:00,08:30,19:00,,,고기국수
클랭블루,,,,,11:00,20:00,11:00,20:00,,,우도땅콩라떼
노티드 제주 DT점,,,,,09:00,20:00,09:00,20:00,,,우유생크림도넛
치꼬,,,,,11:00,17:00,11:00,17:00,,,"까르니따스 타코, 랭쎕"
광어다,,,,,10:30,20:00,10:30,20:00,,,광어탕수어
용왕난드르식당,,,,,08:00,17:00,08:00,17:00,,,"보말수제비, 보말죽"
옛날팥죽,,,,,10:00,17:00,10:00,17:00,,,새알팥죽
사려니국수,,,,,07:00,16:00,07:00,16:00,,,고기국수
어린왕자감귤밭,,,,,09:30,20:00,09:30,20:00,,,"청귤에이드, 한라봉에이드, 청귤스무디, 한라봉스무디"
더애월 흑돼지 김치찌개 두루치기 전문점,,,,,10:00,20:00,10:00,20:00,,,"흑돈김치찌개, 양돈두루치기"
그라나다,,,,,09:00,18:00,09:00,18:00,,,"팥빙수, 아이스티, 아메리카노"
소색채본,,,,,09:00,18:00,09:00,18:00,,,"제주보리개역라떼, 망고요거트스무디, 한라봉무스케이크"
카페뮤로,,,,,09:00,16:40,09:00,16:40,,,"새우 아보카도 오픈샌드위치, 에그인헬"
신우성흑돼지,,,,,11:00,22:30,11:00,22:30,,,흑돼지 오겹살
아니따파스타,,,,,11:00,17:00,11:00,17:00,,,감태페스토 파스타
제주곰집,,,,,11:00,22:00,11:00,22:00,,,흑돼지 해산물 모듬
횟집학개론,,,,,12:30,22:00,12:30,22:00,,,물회
중문보말칼국수,,,,,08:00,20:00,08:00,20:00,,,보말칼국수
올드캡,,,,,11:00,19:30,11:00,19:30,,,"올드캡 버거, 피쉬앤칩스 오리지널"
싸이공레시피,,,,,10:30,19:30,10:30,19:30,,,"퍼보, 분보훼, 분보싸오, 껌승"
카페오놀,,,,,10:00,18:00,10:00,18:00,,,"유기농 애플망고 우유빙수, 제주 제철과일 판나코타"
오션컬러,,,,,10:00,16:00,10:00,16:00,,,"아이스크림라떼, 딸기라떼"
돈고팡 제주공항본점,,,,,15:00,23:00,15:00,23:00,,,숙성고팡흑돼지
어반정글 부얀트무드(폐업),,,,,09:30,15:30,09:30,15:30,,,"갈릭 쵸리죠 파스타, 제주 딱새우 파스타"
카페모알보알,n,,,,10:30,20:00,10:30,20:00,,,"한라봉 에그타르트, 에그타르트, 흑당라떼, 조천말차라떼, 로얄밀크티"
구이사이,,,,,07:00,23:00,07:00,23:00,,,고등어정식
봄소풍김밥,,,,,06:30,18:00,06:30,18:00,,,톳김밥
삼양백년짜장,,,,,11:00,18:30,11:00,18:30,,,"백년짬뽕, 고추해물짜장"
중국집마씸,y,n,,,11:00,22:00,11:00,22:00,,,"매생이굴탕면, 굴탕면"
쉬어갓,,,,,11:00,18:00,11:00,18:00,,,카이막
점점,,,,,11:00,20:00,11:00,20:00,,,초당옥수수 아이스크림
쇠소깍빵명장,,,,,08:30,18:30,08:30,18:30,,,육쪽마늘빵
숙성도 실버,,,,,10:00,22:00,10:00,22:00,,,"숙성 실버한판, 720숙성삼겹"
한림칼국수 제주동문시장점,,,,,09:00,17:00,09:00,17:00,,,보말칼국수
해오반,,,,,10:00,22:00,10:00,22:00,,,성게해물비빔밥
베트남 전통 쌀국수,,,,,09:00,23:00,09:00,23:00,,,"쌀국수, 분짜"
삼바리회센타 용두암점,y,y,n,,11:00,22:00,11:00,22:00,,,자연산 제철 활어회
꿀봉제주한림본점,,,,,11:00,18:00,11:00,18:00,,,"후라이드, 꿀봉강정, 허니치즈, 커민칠리"
정우말가든,,,,,10:00,22:00,10:00,22:00,,,"정우스페샬코스, A코스요리, B코스요리"
벨진밧,,,,,09:00,17:30,09:00,17:30,,,벨라떼
볼고롱짬뽕,,,,,11:00,20:50,11:00,20:50,,,우육짬뽕
카페쌀쌀,,,,,10:00,18:30,10:00,18:30,,,붕어떡구이
카페 진정성 종점,,,,,09:00,21:00,09:00,21:00,,,밀크티
하우투플레이,,,,,10:00,21:00,10:00,21:00,,,클래식버거
피커스 제주,,,,,10:00,19:00,10:00,19:00,,,수제 바닐라빈 라떼
빵집아저씨,,,,,06:00,23:30,06:00,23:30,,,"육쪽흑마늘빵, 식빵"
꼼비노,,,,,12:30,20:30,12:30,20:30,,,시즌 아이스크림
무로이 신화월드점,,,,,10:30,19:00,10:30,19:00,,,"항아리 티라미수, 풋귤"
금악똣똣라면,,,,,08:00,15:00,08:00,15:00,,,"똣똣라면, 몸밥"
닥그네할망,,,,,07:00,15:00,07:00,15:00,,,
릴로,,,,,09:30,15:00,09:30,15:00,,,"바게트 연어파테, 제주감자수프"
아살람 레스토랑,,,,,12:00,22:30,12:00,22:30,,,"후무스, 케밥, 팔라펠"
아남떡집,,,,,05:00,20:00,05:00,20:00,,,오메기떡
떠돌이식객,,,,,08:00,21:30,08:00,21:30,,,"해물라면, 물회"
그란데,,,,,11:30,22:00,11:30,22:00,,,"그란데화이타, 부리또"
넝쿨하눌가든,,,,,10:00,15:00,10:00,15:00,,,오리탕
논짓물식당,,,,,10:30,21:30,10:30,21:30,,,생물갈치조림
만족한상회,,y,,,10:00,21:00,10:00,21:00,,,갈치조림뚝배기
가치,,,,,16:30,02:00,16:30,02:00,,,모둠사시미
경일낙지,,,,,11:00,21:00,11:00,21:00,,,낙지볶음
고사리커피,,,,,11:00,18:00,11:00,18:00,,,"고사리커피, 다쿠아즈"
협재섬바다,,,,,08:30,21:00,08:30,21:00,,,갈치정식
따소롬,,,,,11:30,18:00,,,,,
불턱버거,,,,,10:30,18:10,10:30,18:10,,,"프레시치즈버거, 시그니처통새우버거"
고래성,,,,,10:30,19:30,10:30,19:30,,,통오징어뿔소라짬뽕
감따남,,,,,10:00,18:00,10:00,18:00,,,"감따라떼, 뀨울라떼"
노형그때그집,,,,,11:00,22:00,11:00,22:00,,,"흑돼지구이, 흑돼지 김치전골"
대윤흑돼지 서귀포올레시장점,,,,,16:00,22:00,16:00,22:00,,,근고기
궁중오메기떡,,,,,07:00,19:00,07:00,19:00,,,
미도식당,,,,,08:00,16:00,08:00,16:00,,,"옥돔한정식, 전복죽"
송당의아침,,,,,09:00,17:00,09:00,17:00,,,"제주말차단팥식빵, 제주우도땅콩식빵"
형제섬 보말칼국수,,,,,08:00,17:00,08:00,17:00,,,"보말칼국수, 한치숙회"
양과자회관,,,,,11:00,18:00,11:00,18:00,,,"마들렌, 휘낭시에"
제주빵집,,,,,08:00,19:00,08:00,19:00,,,"맵쌀바게트, 망고크로와상"
후룩,y,y,n,,09:00,19:00,09:00,19:00,,,
면주막,,,,,09:00,15:00,09:00,15:00,,,"고기국수, 돔베고기, 돔베전복소라삼합"
용두암엄마해장국,,,,,07:00,16:00,07:00,16:00,,,고사리해장국
제주호랭이 사계점,,,,,10:30,18:30,10:30,18:30,,,수제크림도넛
모던돔베,,,,,10:00,17:00,10:00,17:00,,,"고기국수, 돔베고기"
쿠이,,,,,11:00,21:00,11:00,21:00,,,"두부샥슈카, 냉이페스토크림리조또"
부부키친,,,,,10:00,18:00,10:00,18:00,,,새우튀김 냉소바
파피용 살롱드떼,,,,,11:00,17:00,11:00,17:00,,,밀크티
더웨이팅,,,,,11:00,15:00,11:00,15:00,,,"등심카츠, 모둠카츠"
사계소희네국수,,,,,09:30,19:00,09:30,19:00,,,"고기국수, 멸치국수, 돔베고기"
참숯구이몬트락,,,,,15:00,23:00,15:00,23:00,,,제주돼지 반마리
김녕빵집,,,,,09:00,17:00,09:00,17:00,,,소금빵
백록집,,,,,17:00,23:00,17:00,23:00,,,"고등어회, 갈치튀김"
성산해나,,,,,11:00,20:00,11:00,20:00,,,"에그타르트, 르뱅쿠키"
한형수정원 테쉬폰카페,y,,,,10:00,18:00,10:00,18:00,,,에스프레소 아메리카노 카푸치노 카페라떼 바닐라라떼 카라멜마끼아또 카페모카 말차라떼 초코라떼 패션후르츠(백향과) 대추차 청귤차 레몬차 히비스커스 얼그레이 캐모마일 플레인 요거트 스무디 백향과 스무디 딸기 스무디 소금빵 마늘빵
알다방,,,,,11:00,21:00,11:00,21:00,,,"알스무디, 핫초코, 백향과차"
홀가분가든,,,,,09:00,21:00,09:00,21:00,,,"꽃등심, 소고기버섯전골"
제주영롱가,,,,,11:00,22:00,11:00,22:00,,,"오겹살, 목살, 양념구이"
꿈낭밥집,,,,,10:00,20:00,10:00,20:00,,,"보리굴비, 파불고기"
세화갈비 본점,,,,,11:00,21:00,11:00,21:00,,,소왕갈비찜
보라지붕,,,,,10:00,18:00,10:00,18:00,,,"보라크림라떼, 제주당근케이크"
피플카페,,,,,10:00,21:00,10:00,21:00,,,숏크림라떼
카페드노아,y,y,n,"어린이 놀이터, 동물먹이주기",10:00,18:00,10:00,18:00,,,"한라봉에이드, 감귤파운드케익, 뛔미청귤스콘"
트레비어 제주본점,y,y,y,,17:00,23:30,17:00,23:30,,,"흑돼지 학센, 통삼겹 바베큐 , 샐러드,피자,파스타,치킨,소주안주 등등"
뒤뜰에한우 신제주연동점,y,y,n,,11:30,22:30,11:30,22:30,,,
봉순이네 흑돼지,,,,,11:30,22:00,11:30,22:00,,,"흑돼지한근, 갈매기살"
동문올레수산,,,,,10:00,21:50,10:00,21:50,,,"모듬회, 갈치조림"
러디스,,,,,09:30,18:20,09:30,18:20,,,바다라떼
미깡창고,,,,,11:00,18:00,11:00,18:00,,,미깡 밀크티
빈계절,,,,,11:00,18:00,11:00,18:00,,,"옥수수케이크, 당고의 밤"
물항식당 탑동점,y,,,,08:00,21:00,08:00,21:00,,,"갈치구이, 갈치회, 고등어회 등"
산노루,,,,,10:30,18:00,10:30,18:00,,,말차라떼
한라산소갈비찜(폐업),y,n,n,,10:00,21:00,10:00,21:00,,,"한라산소갈비찜(순한맛, 매운맛)"
국수앤,,,,,09:00,20:40,09:00,20:40,,,전복보말칼국수
하버39,y,y,n,,09:00,21:00,09:00,21:00,,,"화이타 플레터,하버치즈버거,파스타"
양대감,,,,,11:00,23:30,11:00,23:30,,,"흑돼지 근고기, 뼈삼겹"
중문고등어쌈밥제주점,,,,,09:30,20:00,09:30,20:00,,,묵은지고등어쌈밥
비앤알,y,n,n,,10:00,20:00,10:00,20:00,,,"수제버거, 커피"
미리로,,,,,10:00,19:00,10:00,20:00,,,테우크림라뗴
미쁜제과,,,,,09:00,20:00,09:00,20:00,,,"크림커피, 소금빵"
바미아일랜드,,,,,10:00,18:00,10:00,18:00,,,"꿀밤라뗴, 당근케이크"
소시오도넛,,,,,10:00,20:00,10:00,20:00,,,솔티카라멜킬러
하갈비 국수,,,,,09:00,18:00,09:00,18:00,,,갈비고기국수
나성수두리보말톳칼국수,,,,,08:00,16:00,08:00,16:00,,,보말톳칼국수
김녕빗소리,,,,,11:30,17:00,11:30,22:30,,,"바당튀김, 유부초밥, 온센밥"
제주착한닭강정,,,,,11:00,20:30,11:00,20:30,,,닭강정
인카페온더비치,y,y,,,11:00,20:00,11:00,20:00,,,"아메리카노, 아인슈페너, 수제차"
그초록,y,y,,,09:00,20:00,09:00,20:00,,,"아보카도커피, 아보카도샌드위치, 한라봉요플레, 제주방풍 티라미수"
웨이뷰,y,n,n,,09:00,20:00,09:00,20:00,,,
담을솥,,,,,11:00,20:00,11:00,20:00,,,"전복솥밥, 표고 건강솥밥"
둘레길 제주협재금능점,,,,,11:00,21:30,11:00,21:30,,,"제주 흑돼지 오믈렛, 고사리 봉골레 파스타, 수비드 흑돼지 등심"
돗통,,,,,13:00,22:00,13:00,22:00,,,"돈마호크 뼈등심, 오겹살"
예예예,,,,,11:30,22:00,11:30,22:00,,,"돈카츠, 중화누들, 함박에그인헬"
갈치공장,,,,,09:00,16:00,09:00,16:00,,,"갈치조림, 통갈치구이, 전복구이, 전복뚝배기"
하도댁흑돼지두루치기 구좌세화,,,,,11:00,21:00,11:00,21:00,,,흑돼지 두루치기
소금바치순이네,,,,,09:00,19:30,09:00,19:30,,,"돌문어볶음, 해물탕, 고등어묵은지조림, 전복뚝배기, 보말국"
미쎄스 올리브,,,,,11:30,21:00,11:30,21:00,,,"스테이크샐러드, 까르보나라"
바다바라,,,,,09:00,20:00,09:00,20:00,,,"생크림딸기몽블랑, 한라봉에이드"
후카후카,,,,,11:00,16:30,11:00,17:30,,,"히레카츠, 마제소바, 사케동"
어왔니,,,,,17:00,23:00,17:00,23:00,,,"해산물모듬, 참돔회"
홉히,,,,,11:00,17:00,11:00,17:00,,,크림커피
레몬뮤지엄,,,,,09:30,18:00,09:30,18:00,,,"제주찐레몬에이드, 제주레몬아이스크림"
서귀포목마,,,,,12:00,21:00,12:00,21:00,,,"말고기구이, 말육회"
애월연어 본점,,,,,11:00,21:00,11:00,21:00,,,"애월연어한판, 애월모둠초밥"
제주도 고기국수 만세국수,,,,,00:00,00:00,00:00,00:00,,,"고기국수, 멸치국수, 멸고국수, 국밥, 고기국밥, 따로국밥 "
동진식당 공항점,,,,,08:30,18:30,08:30,18:30,,,"고사리육개장, 고기국수, 돔베고기"
화양양,,,,,15:00,23:00,15:00,23:00,,,"프랜치랙, 양 양념목살"
곱은달,,,,,10:30,15:00,10:30,15:00,,,"고기국밥, 고기국수, 순대, 수육"
제주미담,,,,,09:00,21:30,09:00,21:30,,,"고기국수, 멸치국수, 찹쌀순대, 아강발"
쿸쿸제과,,,,,11:00,20:00,11:00,20:00,,,"바닐라 약과쥐, 허니벌집, 옥수수퐁당"
